MSJO_DATUM,CIC0001,CIC0002,CIC0003,CIC0004,CIC0005,CIC0006,CIC0007,CIC0008,CIC0009,CIC0010,CIC0011,CIC0012,CIC0013
2016-11-04 16:00:00,1.5,123.79499999999999,0.0,18.0,31.50747138,1.0,86.5,435.12580905,9.5,10.5,6.5,23.89999962,19.349999429999997
2016-11-04 17:00:00,1.0,123.79499999999999,0.0,40.0,32.00747138,0.5,85.0,427.6350482,13.0,7.0,7.5,23.89999962,19.10000038
2016-11-04 18:00:00,0.5,141.48,0.0,28.0,32.50747138,1.0,85.0,407.92582735,7.0,6.5,6.0,23.70000076,18.349999429999997
2016-11-04 19:00:00,1.0,123.79499999999999,0.0,27.5,32.00747138,1.0,85.5,432.38714630000004,12.0,14.0,10.0,23.44999981,17.89999962
2016-11-04 20:00:00,1.0,123.79499999999999,0.0,30.5,32.00747138,0.5,85.0,430.17798615000004,11.0,9.5,4.5,23.349999429999997,17.60000038
2016-11-04 21:00:00,1.5,123.79499999999999,0.0,31.5,32.50747138,1.0,86.5,423.16805325,11.5,10.0,10.5,23.29999924,18.10000038
2016-11-04 22:00:00,1.0,123.79499999999999,0.0,39.0,32.50747138,0.5,87.0,414.30903655,2.0,6.0,5.0,23.20000076,17.60000038
2016-11-04 23:00:00,0.5,123.79499999999999,0.0,16.5,32.50747138,1.0,85.0,425.8053668,1.5,10.0,6.0,22.94999981,17.0
2016-11-05 00:00:00,1.0,123.79499999999999,0.0,50.0,32.00747138,0.5,84.5,412.95905365,2.0,7.0,8.0,22.79999924,17.05000019
2016-11-05 01:00:00,1.0,123.79499999999999,0.0,53.5,32.00747138,1.0,85.0,429.37168885000006,3.5,9.0,8.5,22.89999962,16.64999962
2016-11-05 02:00:00,0.5,123.79499999999999,0.0,43.5,32.00747138,1.0,85.0,398.07476840000004,2.5,7.0,4.5,22.849999429999997,16.05000019
2016-11-05 03:00:00,1.0,123.79499999999999,0.0,42.0,32.00747138,0.5,86.5,427.25870510000004,5.0,11.0,6.0,22.60000038,16.44999981
2016-11-05 04:00:00,1.0,123.79499999999999,0.0,39.5,32.00747138,1.0,86.5,409.77142395,0.0,7.0,4.0,22.60000038,16.39999962
2016-11-05 05:00:00,0.5,123.79499999999999,0.0,42.0,32.50747138,0.5,85.0,397.21974215,0.0,10.5,13.0,22.25,15.900000095
2016-11-05 06:00:00,0.5,123.79499999999999,0.0,34.5,32.50747138,1.0,84.5,358.54309845,10.0,0.0,0.0,22.0,15.19999981
2016-11-05 07:00:00,0.0,106.11,0.0,38.5,30.50747138,1.0,83.0,363.2610248,13.0,0.0,0.0,21.89999962,14.89999962
2016-11-05 08:00:00,0.0,123.79499999999999,0.0,29.5,29.50747138,1.0,79.5,341.4192886000001,11.5,0.0,0.0,21.89999962,14.69999981
2016-11-05 09:00:00,0.5,123.79499999999999,0.0,25.5,27.00747138,1.0,79.0,342.89419555000006,13.0,0.0,0.0,21.89999962,15.75
2016-11-05 10:00:00,0.0,123.79499999999999,0.0,21.0,25.50747138,1.0,78.5,330.48706849999996,8.0,0.0,0.0,22.349999429999997,16.60000038
2016-11-05 11:00:00,0.0,123.79499999999999,0.0,23.0,28.00747138,0.5,77.5,339.04865295,13.5,0.0,0.0,22.94999981,19.650000570000003
2016-11-05 12:00:00,1.5,123.79499999999999,0.0,15.0,31.50747138,1.0,78.5,365.794075,9.5,0.0,0.0,23.69999981,21.39999962
2016-11-05 13:00:00,0.5,35.37,0.0,26.5,31.00747138,1.0,74.5,294.20068360000005,12.0,0.0,0.0,24.25,22.10000038
2016-11-05 14:00:00,0.0,0.0,0.0,16.5,18.50747138,0.5,12.0,158.09433174999998,0.0,0.0,0.0,24.349999429999997,22.0
2016-11-05 15:00:00,0.0,0.0,0.0,69.5,8.007471382999999,1.0,21.0,87.846155165,0.0,0.0,0.0,24.10000038,22.29999924
2016-11-05 16:00:00,0.0,0.0,0.0,34.0,8.507471383,0.5,31.0,81.990507125,0.0,0.0,0.0,23.94999981,21.849999429999997
2016-11-05 17:00:00,0.0,0.0,0.0,33.0,8.507471383,1.0,28.0,77.347675325,0.0,0.0,0.0,23.75,21.150000570000003
2016-11-05 18:00:00,1.0,0.0,0.0,21.5,8.507471382999999,0.5,26.5,86.24143982,0.0,0.0,0.0,23.60000038,20.349999429999997
2016-11-05 19:00:00,2.0,0.0,0.0,30.5,8.007471382999999,1.0,28.0,86.02159691,0.0,0.0,0.0,22.650000570000003,16.69999981
2016-11-05 20:00:00,3.0,0.0,0.0,31.0,7.007471383,1.0,23.5,85.418453215,0.0,0.0,0.0,22.349999429999997,16.70000076
2016-11-05 21:00:00,3.0,0.0,0.0,20.5,1.007471383,0.5,17.5,85.607172015,0.0,0.0,0.0,22.0,15.599999905
2016-11-05 22:00:00,3.0,0.0,0.0,17.5,0.5074713829999999,1.0,17.0,76.54556560500001,0.0,0.0,0.0,21.69999981,14.799999714999998
2016-11-05 23:00:00,3.0,0.0,0.0,28.5,1.007471383,0.5,18.0,74.111427305,0.0,0.0,0.0,21.0,13.75
2016-11-06 00:00:00,3.0,0.0,0.0,20.5,0.25373569149999997,1.0,18.0,76.19273186000001,0.0,0.0,0.0,20.69999981,13.60000038
2016-11-06 01:00:00,3.0,0.0,0.0,22.0,1.007471383,0.5,17.5,75.311722755,0.0,0.0,0.0,20.5,13.349999905
2016-11-06 02:00:00,3.0,0.0,0.0,21.0,0.5074713829999999,1.0,18.0,77.346076015,0.0,0.0,0.0,20.150000570000003,12.89999962
2016-11-06 03:00:00,3.0,0.0,0.0,22.0,0.7537356915000001,0.5,17.5,75.06953812,0.0,0.0,0.0,19.849999429999997,12.650000095
2016-11-06 04:00:00,3.0,0.0,0.0,27.0,0.5074713829999999,1.0,15.0,72.2178421,0.0,0.0,0.0,19.75,12.39999962
2016-11-06 05:00:00,3.0,0.0,0.0,20.5,0.7537356915000001,0.5,11.0,72.814246175,0.0,0.0,0.0,19.5,12.10000038
2016-11-06 06:00:00,3.0,0.0,0.0,26.0,0.5074713829999999,1.0,10.5,76.09462166,0.0,0.0,0.0,19.349999429999997,12.0
2016-11-06 07:00:00,2.5,0.0,0.0,25.5,0.25373569149999997,1.0,12.0,73.636198045,0.0,0.0,0.0,19.05000019,11.05000019
2016-11-06 08:00:00,3.0,0.0,0.0,23.0,0.5074713829999999,0.5,16.0,61.34568405,0.0,0.0,0.0,18.69999981,11.14999962
2016-11-06 09:00:00,3.0,0.0,0.0,24.5,0.25373569149999997,1.0,16.5,60.308612825,0.0,0.0,0.0,18.55000019,12.349999905
2016-11-06 10:00:00,2.5,0.0,0.0,31.5,1.007471383,0.5,16.5,62.281579015000005,0.0,0.0,0.0,18.5,13.5
2016-11-06 11:00:00,3.5,0.0,0.0,27.0,0.7537356915000001,1.0,16.5,73.6855793,0.0,0.0,0.0,18.5,13.14999962
2016-11-06 12:00:00,3.0,0.0,0.0,31.0,0.5074713829999999,0.5,16.0,73.86144924,0.0,0.0,0.0,18.70000076,15.10000038
2016-11-06 13:00:00,3.0,0.0,0.0,31.5,0.5074713829999999,1.0,16.5,67.32900810000001,0.0,0.0,0.0,18.79999924,15.44999981
2016-11-06 14:00:00,3.0,0.0,0.0,24.0,0.25373569149999997,1.0,17.0,65.22542953499999,0.0,0.0,0.0,18.94999981,16.0
2016-11-06 15:00:00,2.5,0.0,0.0,28.5,0.5074713829999999,0.5,17.5,68.07140064000001,0.0,0.0,0.0,19.10000038,15.849999905
2016-11-06 16:00:00,0.5,0.0,0.0,13.5,0.7537356915000001,1.0,16.0,65.879813195,0.0,0.0,0.0,19.10000038,15.75
2016-11-06 17:00:00,1.0,0.0,0.0,16.5,0.5074713829999999,0.5,18.0,67.92843151,0.0,0.0,0.0,19.10000038,14.150000095
2016-11-06 18:00:00,0.0,0.0,0.0,27.0,0.25373569149999997,1.0,16.5,72.037125585,0.0,0.0,0.0,18.89999962,13.200000285000002
2016-11-06 19:00:00,1.0,0.0,0.0,19.5,1.007471383,0.5,17.0,73.632871625,0.0,0.0,0.0,18.94999981,12.75
2016-11-06 20:00:00,0.5,0.0,0.0,45.0,0.5074713829999999,1.0,17.5,71.89111137500001,0.0,0.0,0.0,18.849999429999997,12.19999981
2016-11-06 21:00:00,0.0,0.0,0.0,92.0,19.50747138,0.5,17.0,82.669092175,0.0,0.0,0.0,19.10000038,11.25
2016-11-06 22:00:00,0.0,0.0,0.0,100.5,21.50747138,1.0,15.0,79.33822280999999,0.0,0.0,0.0,19.10000038,10.849999905
2016-11-06 23:00:00,0.0,0.0,0.0,149.5,22.00747138,0.5,17.0,89.228200915,0.0,0.0,0.0,19.349999429999997,10.55000019
2016-11-07 00:00:00,0.0,0.0,0.0,228.0,23.50747138,1.0,18.5,89.81026108,0.0,0.0,0.0,19.79999924,10.150000095
2016-11-07 01:00:00,0.0,0.0,0.0,363.5,25.00747138,1.0,40.5,180.79035599999997,0.0,0.0,0.0,20.44999981,9.5500001905
2016-11-07 02:00:00,0.0,0.0,0.0,381.0,22.00747138,0.5,39.0,205.0147365,0.0,0.0,0.0,21.0,9.0
2016-11-07 03:00:00,0.0,0.0,0.0,356.5,20.50747138,1.0,41.0,188.73784255,0.0,0.0,0.0,21.30000019,8.5
2016-11-07 04:00:00,0.5,88.425,0.0,372.5,19.00747138,0.5,73.0,301.1871684,0.0,0.0,0.0,21.29999924,8.4499998095
2016-11-07 05:00:00,0.5,159.165,0.0,357.5,17.00747138,1.0,72.0,362.74773435000003,0.0,0.0,0.0,21.29999924,8.199999809
2016-11-07 06:00:00,2.0,141.48,292.5,385.0,18.00747138,0.5,81.5,473.7695926,6.5,6.5,3.0,21.20000076,8.000000238
2016-11-07 07:00:00,1.5,141.48,246.5,265.5,16.00747138,1.0,81.5,470.76710575000004,10.0,5.5,7.0,21.69999981,7.400000095
2016-11-07 08:00:00,1.0,123.79499999999999,234.0,245.0,17.00747138,0.5,83.0,463.50650820000004,12.0,7.5,7.5,21.60000038,7.75
2016-11-07 09:00:00,1.5,123.79499999999999,234.5,220.0,16.50747138,1.0,80.5,453.5079428,14.5,11.0,6.0,21.650000570000003,9.9999999995
2016-11-07 10:00:00,1.0,123.79499999999999,224.0,204.0,18.00747138,0.5,73.0,412.82577545000004,8.0,4.0,3.5,21.70000076,11.30000019
2016-11-07 11:00:00,1.0,123.79499999999999,220.0,179.5,16.50747138,1.0,80.5,438.97583835,12.0,8.5,5.0,21.79999924,11.69999981
2016-11-07 12:00:00,1.5,123.79499999999999,126.5,186.0,17.50747138,1.0,83.5,438.28974185,9.5,8.0,7.5,21.849999429999997,14.25
2016-11-07 13:00:00,2.0,123.79499999999999,1.5,187.5,18.50747138,0.5,82.5,419.9336325,10.5,11.0,7.5,22.0,14.799999714999998
2016-11-07 14:00:00,1.5,123.79499999999999,1.0,179.5,18.00747138,1.0,82.0,426.6876532,10.0,8.0,6.5,22.10000038,14.94999981
2016-11-07 15:00:00,1.0,123.79499999999999,1.5,182.0,18.00747138,0.5,80.5,432.5233844,9.0,10.5,5.0,22.20000076,15.400000095
2016-11-07 16:00:00,1.0,123.79499999999999,1.5,152.0,18.50747138,1.0,81.0,427.57036619999997,13.0,8.0,4.0,22.20000076,14.900000095
2016-11-07 17:00:00,1.5,141.48,5.0,165.5,18.50747138,0.5,80.5,430.05410800000004,12.5,8.0,8.0,22.10000038,12.44999981
2016-11-07 18:00:00,1.0,123.79499999999999,12.0,171.5,17.50747138,1.0,71.0,430.73177335,8.5,7.0,3.5,21.80000019,11.200000285000002
2016-11-07 19:00:00,1.5,123.79499999999999,19.5,162.5,17.50747138,1.0,79.5,452.71016725000004,11.0,7.5,8.5,21.70000076,10.60000038
2016-11-07 20:00:00,1.0,123.79499999999999,51.0,158.0,18.00747138,0.5,79.0,447.95529235000004,12.0,9.5,3.0,21.650000570000003,8.899999618999999
2016-11-07 21:00:00,1.5,123.79499999999999,61.5,163.0,18.50747138,1.0,80.5,449.0902331499999,10.0,11.5,10.0,21.75,8.000000238
2016-11-07 22:00:00,1.5,123.79499999999999,86.5,193.0,18.00747138,0.5,82.5,438.89773590000004,4.0,7.0,2.5,21.70000076,6.8000001910000005
2016-11-07 23:00:00,1.0,106.11,204.5,206.0,18.50747138,1.0,81.5,446.18614990000003,3.0,10.0,5.5,21.60000038,6.149999857
2016-11-08 00:00:00,1.0,123.79499999999999,219.5,229.0,19.110375165,0.5,82.0,436.66051515000004,3.0,6.0,4.0,21.650000570000003,5.600000143000001
2016-11-08 01:00:00,1.0,123.79499999999999,220.5,241.5,19.608965485,1.0,82.5,447.22704345,5.5,10.5,7.0,21.650000570000003,5.0499999525
2016-11-08 02:00:00,0.5,106.11,217.5,213.0,19.13433903,1.0,78.5,431.72887455,3.0,5.5,4.5,21.650000570000003,5.0499999525
2016-11-08 03:00:00,2.0,123.79499999999999,211.5,299.5,19.63433903,1.0,81.0,454.5644992,2.0,10.5,6.0,21.60000038,5.75
2016-11-08 04:00:00,0.5,123.79499999999999,211.0,390.0,18.13433903,1.0,79.5,447.5519336,0.0,9.5,5.0,21.60000038,5.5
2016-11-08 05:00:00,1.5,123.79499999999999,220.0,303.5,18.108965515,0.5,82.5,442.34545165,0.0,8.0,11.0,21.60000038,5.5
2016-11-08 06:00:00,4.0,123.79499999999999,280.5,288.5,19.108965455,1.0,82.5,461.8461615,10.5,6.0,2.5,21.39999962,5.200000048
2016-11-08 07:00:00,1.5,141.48,282.0,355.0,19.123061954999997,1.0,82.0,487.71340180000004,11.0,8.0,6.5,21.5,5.099999905
2016-11-08 08:00:00,1.5,123.79499999999999,297.0,244.5,19.13433903,1.0,80.0,463.37126980000005,10.5,7.5,6.5,21.39999962,5.099999905
2016-11-08 09:00:00,1.0,123.79499999999999,261.0,296.0,17.50747138,0.5,81.0,465.26184875000007,8.5,9.0,6.0,21.55000019,5.099999905
2016-11-08 10:00:00,1.0,123.79499999999999,247.5,285.0,17.50747138,0.5,73.0,429.57707215000005,7.0,4.0,3.5,21.60000038,5.099999905
2016-11-08 11:00:00,2.0,141.48,197.0,188.0,17.00747138,0.5,79.5,444.4021456500001,12.5,9.0,8.0,21.79999924,5.099999905
2016-11-08 12:00:00,1.5,123.79499999999999,171.5,155.0,17.00747138,0.5,79.5,435.5446933,11.0,11.0,6.5,22.0,13.049999714999998
2016-11-08 13:00:00,1.5,123.79499999999999,158.0,183.0,18.50747138,0.5,81.5,438.17699465,12.0,8.5,8.5,22.20000076,15.349999905
2016-11-08 14:00:00,1.5,123.79499999999999,159.5,161.5,18.50747138,1.0,82.0,439.47110015,13.0,6.5,4.0,22.20000076,15.0
2016-11-08 15:00:00,2.0,123.79499999999999,150.0,153.0,19.50747138,0.5,79.5,435.48313929999995,12.5,8.0,6.0,22.349999429999997,15.64999962
2016-11-08 16:00:00,2.0,141.48,149.5,119.5,20.50747138,1.0,81.0,422.880448,12.0,8.5,4.0,22.60000038,15.549999714999998
2016-11-08 17:00:00,1.0,123.79499999999999,160.5,98.0,20.00747138,1.0,81.0,436.4402313499999,11.0,10.0,8.5,22.25,13.64999962
2016-11-08 18:00:00,0.5,123.79499999999999,173.5,104.5,18.00747138,0.5,70.0,422.41913635000003,9.5,7.5,2.5,21.75,12.05000019
2016-11-08 19:00:00,1.5,123.79499999999999,182.5,118.5,17.50747138,1.0,80.0,456.00239565000004,12.5,8.5,6.0,21.650000570000003,11.650000095
2016-11-08 20:00:00,1.0,141.48,191.0,130.5,19.00747138,0.5,81.5,456.23979185,8.5,11.0,5.0,21.60000038,11.19999981
2016-11-08 21:00:00,1.0,141.48,198.0,143.0,18.50747138,1.0,87.5,446.1774448,13.5,10.0,10.0,21.44999981,10.89999962
2016-11-08 22:00:00,2.0,123.79499999999999,201.0,175.5,19.00747138,0.5,89.0,447.00040465,5.0,7.0,2.0,21.44999981,10.30000019
2016-11-08 23:00:00,1.0,123.79499999999999,208.5,183.5,18.50747138,1.0,88.0,453.3813553,3.5,7.5,5.0,21.60000038,10.099999905
2016-11-09 00:00:00,0.0,106.11,209.0,178.5,19.50747138,1.0,88.5,419.4740222,5.0,6.0,5.5,21.60000038,9.599999904499999
2016-11-09 01:00:00,1.0,123.79499999999999,211.5,172.0,19.50747138,0.5,88.5,417.57591279999997,5.5,8.0,8.0,21.60000038,9.099999904499999
2016-11-09 02:00:00,0.0,123.79499999999999,209.5,117.5,19.00747138,1.0,87.0,412.32847595000004,4.0,7.0,3.5,21.60000038,8.9499998095
2016-11-09 03:00:00,0.5,123.79499999999999,198.5,153.0,19.50747138,0.5,87.5,421.33837919999996,2.5,10.0,6.0,21.60000038,9.1999998095
2016-11-09 04:00:00,1.5,123.79499999999999,195.5,180.0,19.00747138,1.0,88.5,428.89719425,0.0,7.0,5.0,21.70000076,10.299999714999998
2016-11-09 05:00:00,1.5,123.79499999999999,183.5,155.5,19.50747138,0.5,87.5,436.65272525,0.0,9.5,11.5,21.79999924,10.900000095
2016-11-09 06:00:00,2.0,141.48,227.5,198.0,19.00747138,1.0,88.0,451.836716,8.0,5.0,3.5,21.60000038,10.650000095
2016-11-09 07:00:00,1.5,123.79499999999999,227.0,199.0,19.00747138,1.0,90.0,464.80818205,11.0,7.0,6.5,21.55000019,11.10000038
2016-11-09 08:00:00,1.0,123.79499999999999,162.0,191.0,18.50747138,0.5,88.5,454.6033707,11.5,7.0,4.0,21.60000038,11.549999714999998
2016-11-09 09:00:00,1.5,123.79499999999999,91.5,191.0,19.00747138,1.0,88.0,447.89079315000004,8.0,10.5,7.0,21.70000076,12.349999905
2016-11-09 10:00:00,1.5,123.79499999999999,70.0,98.5,19.00747138,0.5,89.5,429.32594300000005,8.0,6.0,2.5,21.5,13.0
2016-11-09 11:00:00,1.0,123.79499999999999,18.0,161.5,19.50747138,1.0,89.0,441.99919955,11.0,10.0,6.5,21.75,14.25
2016-11-09 12:00:00,1.0,123.79499999999999,4.0,142.5,19.00747138,0.5,88.5,393.47017700000004,8.0,5.5,2.5,22.150000570000003,16.19999981
2016-11-09 13:00:00,1.5,123.79499999999999,1.0,150.5,20.50747138,1.0,88.5,428.490914,14.0,10.5,8.5,22.55000019,17.25
2016-11-09 14:00:00,1.0,123.79499999999999,0.0,130.0,20.50747138,0.5,89.5,427.41739715,13.5,7.0,4.0,23.0,18.39999962
2016-11-09 15:00:00,1.5,123.79499999999999,0.5,126.5,20.00747138,1.0,87.0,429.89562255,13.0,7.5,6.0,23.39999962,18.75
2016-11-09 16:00:00,1.0,123.79499999999999,0.5,134.0,20.50747138,0.5,88.0,375.63760375000004,5.0,4.5,1.5,23.55000019,18.25
2016-11-09 17:00:00,1.0,141.48,3.0,152.0,19.50747138,1.0,87.0,432.4973224,13.0,8.0,8.0,23.25,16.69999981
2016-11-09 18:00:00,1.0,123.79499999999999,11.5,135.0,20.00747138,1.0,85.0,415.03044925,7.5,7.5,4.0,23.20000076,15.400000095
2016-11-09 19:00:00,1.5,141.48,8.0,144.0,20.50747138,0.5,87.0,440.85144835000006,9.5,9.5,7.0,23.10000038,14.599999905
2016-11-09 20:00:00,1.5,123.79499999999999,23.0,127.0,19.50747138,1.0,86.0,439.84875515,9.5,10.5,6.5,22.849999429999997,14.10000038
2016-11-09 21:00:00,1.0,123.79499999999999,53.0,145.0,21.50747138,0.5,87.0,440.0078662000001,11.5,10.5,8.0,22.5,13.05000019
2016-11-09 22:00:00,1.5,123.79499999999999,80.5,133.5,21.50747138,1.0,89.0,429.18161805,3.5,8.0,4.5,22.150000570000003,12.650000095
2016-11-09 23:00:00,0.5,123.79499999999999,86.5,150.0,22.00747138,0.5,86.5,427.67466,2.5,8.5,5.0,22.0,12.10000038
2016-11-10 00:00:00,0.0,123.79499999999999,99.5,135.0,22.00747138,1.0,87.0,375.97490695,0.5,3.5,2.5,21.89999962,11.900000095
2016-11-10 01:00:00,0.5,123.79499999999999,123.0,142.0,22.00747138,1.0,88.5,449.4674683,7.0,8.5,8.0,21.75,11.55000019
2016-11-10 02:00:00,0.0,106.11,109.0,147.0,21.50747138,0.5,88.0,429.84217835,1.5,6.0,3.5,22.849999429999997,11.39999962
2016-11-10 03:00:00,0.0,123.79499999999999,151.5,131.0,21.00747138,1.0,88.0,449.71053315,1.0,10.0,6.5,23.10000038,10.5
2016-11-10 04:00:00,0.0,123.79499999999999,156.0,156.5,21.50747138,0.5,88.5,435.81331665000005,0.0,9.5,5.5,23.25,9.75
2016-11-10 05:00:00,1.5,141.48,161.0,113.0,21.50747138,1.0,88.0,430.2215195,0.0,12.0,11.5,23.05000019,9.099999904499999
2016-11-10 06:00:00,2.0,123.79499999999999,169.0,111.5,22.50747138,0.5,89.0,456.097092,6.0,8.0,3.5,22.70000076,8.650000095
2016-11-10 07:00:00,1.5,123.79499999999999,188.0,115.5,22.00747138,1.0,86.5,464.67964175,12.5,7.0,3.0,22.650000570000003,8.4499998095
2016-11-10 08:00:00,1.5,123.79499999999999,184.0,135.0,22.50747138,0.5,86.0,453.35463745000004,11.5,8.0,6.0,22.39999962,8.900000095
2016-11-10 09:00:00,1.0,123.79499999999999,169.0,209.5,20.00747138,1.0,88.0,459.10495755,9.5,8.5,8.0,21.75,10.30000019
2016-11-10 10:00:00,1.5,123.79499999999999,152.0,204.5,20.00747138,0.5,87.5,418.17910035,6.5,5.0,2.0,21.89999962,11.30000019
2016-11-10 11:00:00,1.0,123.79499999999999,111.5,212.5,20.50747138,1.0,87.0,438.2811740000001,11.5,10.5,5.5,22.10000038,13.299999714999998
2016-11-10 12:00:00,1.0,123.79499999999999,89.5,182.5,22.00747138,0.5,87.0,440.1300888,8.5,11.0,6.0,22.349999429999997,14.5
2016-11-10 13:00:00,1.5,123.79499999999999,0.0,149.5,22.00747138,1.0,90.5,421.9175116,13.5,11.5,9.5,22.94999981,16.69999981
2016-11-10 14:00:00,1.5,123.79499999999999,0.0,157.0,22.50747138,0.5,88.0,427.04994995000004,7.5,6.0,3.0,23.20000076,17.94999981
2016-11-10 15:00:00,1.0,123.79499999999999,0.0,159.0,22.00747138,1.0,87.0,433.2537005500001,14.5,10.0,6.5,23.349999429999997,18.29999924
2016-11-10 16:00:00,1.0,123.79499999999999,0.0,160.5,21.50747138,1.0,88.0,426.8204425,11.0,6.5,6.5,23.5,18.25
2016-11-10 17:00:00,1.5,123.79499999999999,0.0,156.0,22.50747138,0.5,86.0,423.30295595,14.0,10.5,5.5,23.39999962,17.05000019
2016-11-10 18:00:00,1.0,123.79499999999999,1.0,140.5,22.50747138,1.0,84.5,415.53043395,6.5,5.5,4.5,23.05000019,15.75
2016-11-10 19:00:00,1.0,141.48,2.0,152.0,22.00747138,0.5,85.0,440.64028959999996,11.5,10.0,8.5,22.79999924,15.39999962
2016-11-10 20:00:00,1.0,123.79499999999999,7.0,142.5,22.50747138,1.0,87.0,435.6398395,7.5,8.0,6.0,22.5,14.89999962
2016-11-10 21:00:00,1.5,123.79499999999999,15.5,130.5,21.50747138,1.0,88.0,438.95267515,12.0,10.0,10.0,22.05000019,13.55000019
2016-11-10 22:00:00,1.5,123.79499999999999,57.0,141.5,22.50747138,0.5,88.5,425.9315036,4.0,6.5,4.0,21.75,12.75
2016-11-10 23:00:00,0.5,106.11,57.5,154.0,20.00747138,1.0,88.5,431.62226870000006,2.5,9.5,7.0,21.70000076,11.94999981
2016-11-11 00:00:00,1.0,123.79499999999999,78.5,172.0,21.00747138,0.5,86.5,429.82106045000006,3.5,8.5,7.0,21.849999429999997,11.25
2016-11-11 01:00:00,0.5,106.11,119.0,162.5,19.50747138,1.0,88.0,445.92785645000004,6.5,7.0,5.5,21.89999962,10.60000038
2016-11-11 02:00:00,0.0,123.79499999999999,111.5,156.5,20.50747138,1.0,89.5,416.69917325000006,0.5,8.0,2.0,21.75,10.349999905
2016-11-11 03:00:00,1.0,123.79499999999999,126.0,205.0,20.50747138,0.5,86.5,453.16387180000004,2.0,9.5,9.5,21.79999924,9.850000380500001
2016-11-11 04:00:00,0.5,123.79499999999999,148.0,186.5,20.50747138,1.0,87.5,440.41664155000007,0.0,8.5,4.5,21.5,9.349999904499999
2016-11-11 05:00:00,1.0,123.79499999999999,146.0,193.5,20.50747138,0.5,88.0,416.216904,0.0,10.0,12.5,21.39999962,9.100000381000001
2016-11-11 06:00:00,2.0,123.79499999999999,214.0,185.5,19.00747138,1.0,88.5,455.8508685500001,8.0,8.0,3.0,21.39999962,9.199999809
2016-11-11 07:00:00,2.0,123.79499999999999,221.5,201.0,19.50747138,0.5,87.5,466.57450895000005,11.5,7.5,7.5,21.39999962,9.25
2016-11-11 08:00:00,1.5,123.79499999999999,200.5,184.0,19.50747138,1.0,88.0,466.2736664,13.0,7.0,5.0,21.39999962,9.25
2016-11-11 09:00:00,1.5,123.79499999999999,182.0,174.5,20.50747138,0.5,88.0,448.32419615000003,12.5,10.5,7.0,21.60000038,10.85000038
2016-11-11 10:00:00,1.5,106.10999999999999,163.0,188.5,20.50747138,1.0,89.0,413.06480439999996,6.0,5.5,6.0,21.79999924,11.80000019
2016-11-11 11:00:00,1.0,141.48,7.5,192.5,20.00747138,0.5,88.0,443.8938446000001,12.5,9.5,5.5,22.05000019,14.099999905
2016-11-11 12:00:00,1.0,123.79499999999999,1.0,154.0,22.00747138,1.0,89.0,428.28711765,7.0,7.5,5.0,22.650000570000003,15.650000095
2016-11-11 13:00:00,2.0,123.79499999999999,0.0,144.0,22.00747138,1.0,89.0,432.3854907499999,16.5,12.5,7.5,23.150000570000003,17.0
2016-11-11 14:00:00,2.0,123.79499999999999,0.0,154.0,22.00747138,0.5,88.0,426.35923034999996,11.0,7.0,0.5,23.60000038,18.25
2016-11-11 15:00:00,1.0,141.48,0.0,154.0,22.00747138,1.0,88.0,436.20331605,12.5,9.0,7.0,23.94999981,19.0
2016-11-11 16:00:00,1.5,123.79499999999999,0.0,162.0,22.50747138,0.5,88.5,428.10014375000003,11.0,8.5,6.0,24.20000076,18.80000019
2016-11-11 17:00:00,1.0,123.79499999999999,0.0,148.0,22.00747138,1.0,87.0,431.74623109999993,13.0,8.0,6.5,24.05000019,15.900000095
2016-11-11 18:00:00,1.0,123.79499999999999,2.5,159.5,22.50747138,0.5,85.5,420.34835814999997,9.0,6.5,4.0,23.650000570000003,15.19999981
2016-11-11 19:00:00,1.0,123.79499999999999,2.5,143.5,22.50747138,1.0,82.5,438.4392474,12.5,10.5,6.5,23.39999962,15.10000038
2016-11-11 20:00:00,1.0,123.79499999999999,7.5,143.5,22.50747138,0.5,86.5,436.75468445,7.5,7.0,6.5,23.125000475,14.89999962
2016-11-11 21:00:00,1.5,123.79499999999999,12.0,155.5,22.50747138,1.0,87.5,432.68901855,11.5,11.5,8.0,22.60000038,14.849999905
2016-11-11 22:00:00,1.0,141.48,23.0,153.0,22.00747138,0.5,88.5,423.96562225,5.0,7.5,4.5,22.150000570000003,14.099999905
2016-11-11 23:00:00,0.5,106.11,93.5,142.5,22.00747138,1.0,88.0,427.04058869999994,3.5,7.5,7.0,21.849999429999997,12.650000095
2016-11-12 00:00:00,1.0,123.79499999999999,109.0,116.0,17.50747138,1.0,88.0,432.00756835000004,3.0,7.0,5.0,21.70000076,12.099999905
2016-11-12 01:00:00,1.5,123.79499999999999,96.0,167.5,22.00747138,0.5,87.0,433.80889925,5.5,9.0,3.5,21.75,11.75
2016-11-12 02:00:00,0.5,106.11,60.0,159.0,21.50747138,1.0,89.5,405.46570614999996,2.0,3.5,5.0,21.89999962,12.099999905
2016-11-12 03:00:00,0.5,123.79499999999999,34.5,164.0,22.50747138,0.5,87.0,426.9736102500001,2.5,9.0,5.0,22.10000038,12.30000019
2016-11-12 04:00:00,1.0,123.79499999999999,33.0,185.5,22.50747138,1.0,88.0,419.8705142,0.0,6.5,6.0,22.150000570000003,12.25
